trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral
-179.88,-37.73,0,0,0,0,0.19,1.49,901,865,5.15,14.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.88,-36.32,0,0,0,0,0.18,232.67,901,865,8.66,11.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.75,-36.44,0,0,0,0,0.15,226.73,901,865,8.50,11.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.69,62.79,0,0,0,0,0.20,26.49,926,182,4.34,6.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.64,-37.73,0,0,0,0,0.19,1.34,901,865,5.34,14.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.63,-36.54,0,0,0,0,0.15,226.66,901,865,8.36,11.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.50,-36.65,0,0,0,0,0.15,226.58,901,865,8.21,11.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.39,-37.74,0,0,0,0,0.19,1.19,901,865,5.54,14.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.36,-36.77,0,0,0,0,0.18,223.30,901,865,8.05,11.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.31,62.71,0,0,0,0,0.20,26.82,926,182,4.54,6.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.19,-36.89,0,0,0,0,0.18,223.20,901,865,7.87,12.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.14,-37.74,0,0,0,0,0.19,1.04,901,865,5.73,14.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.02,-37.01,0,0,0,0,0.18,223.10,901,865,7.68,12.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.93,62.62,0,0,0,0,0.20,27.16,926,182,4.73,6.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.90,-37.74,0,0,0,0,0.19,0.89,901,865,5.93,13.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.85,-37.14,0,0,0,0,0.20,223.37,901,865,7.49,12.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.67,-37.28,0,0,0,0,0.20,223.26,901,865,7.30,12.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.65,-37.75,0,0,0,0,0.19,0.74,901,865,6.12,13.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.56,62.53,0,0,0,0,0.20,27.49,926,182,4.93,5.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.49,-37.41,0,0,0,0,0.20,223.15,901,865,7.10,12.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.41,-37.75,0,0,0,0,0.19,0.58,901,865,6.32,13.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.31,-37.55,0,0,0,0,0.20,223.04,901,865,6.90,12.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.18,62.44,0,0,0,0,0.20,26.18,926,182,5.12,5.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.16,-37.75,0,0,0,0,0.19,0.43,901,865,6.51,13.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.13,-37.68,0,0,0,0,0.20,222.93,901,865,6.71,13.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.80,62.35,0,0,0,0,0.20,26.51,926,182,5.32,5.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.42,62.27,0,0,0,0,0.20,26.85,926,182,5.38,5.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
