trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral
-179.97,50.45,0,0,0,0,0.18,7.02,901,111,11.04,24.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.94,-35.65,0,0,0,0,0.18,303.46,901,823,8.01,11.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.91,-11.75,0,0,0,0,0.20,137.22,901,827,0.30,39.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.81,-35.50,0,0,0,0,0.18,303.39,901,823,8.19,11.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.76,-11.62,0,0,0,0,0.20,137.19,901,827,0.10,40.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.69,50.43,0,0,0,0,0.18,7.24,901,111,11.22,24.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.69,-35.35,0,0,0,0,0.18,303.32,901,823,8.37,10.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.61,-11.48,0,0,0,0,0.20,137.16,901,821,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.57,-35.19,0,0,0,0,0.18,303.24,901,823,8.56,10.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.46,-11.35,0,0,0,0,0.20,137.13,901,821,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.44,-35.04,0,0,0,0,0.18,303.17,901,823,8.74,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.41,50.40,0,0,0,0,0.18,7.45,901,111,11.40,24.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
