trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral
-172.25,65.68,0,0,0,0,0.20,123.47,902,101,4.75,4.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-171.98,65.84,0,0,0,0,0.20,123.71,902,101,4.95,4.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-171.71,66.01,0,0,0,0,0.20,123.96,902,101,5.15,5.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-171.43,66.17,0,0,0,0,0.20,124.22,902,101,5.35,5.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-171.15,66.34,0,0,0,0,0.20,124.47,902,101,5.55,5.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-170.87,66.50,0,0,0,0,0.20,124.73,902,101,5.75,5.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-170.58,66.67,0,0,0,0,0.20,125.00,902,101,5.95,5.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-170.29,66.83,0,0,0,0,0.20,125.26,902,101,6.15,6.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-170.00,66.99,0,0,0,0,0.20,125.53,902,101,6.35,6.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-169.70,67.16,0,0,0,0,0.20,125.81,902,101,6.55,6.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-169.39,67.32,0,0,0,0,0.20,126.09,902,101,6.75,6.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-169.09,67.48,0,0,0,0,0.20,126.37,902,101,6.95,6.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-168.78,67.64,0,0,0,0,0.20,126.66,902,101,7.15,7.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-168.46,67.80,0,0,0,0,0.20,126.95,902,101,7.35,7.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-168.14,67.96,0,0,0,0,0.20,127.25,902,101,7.55,7.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-167.82,68.12,0,0,0,0,0.20,127.55,902,101,7.75,7.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-167.49,68.28,0,0,0,0,0.20,127.85,902,101,7.95,7.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-167.15,68.43,0,0,0,0,0.20,128.16,902,101,8.15,8.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-166.82,68.59,0,0,0,0,0.20,128.48,902,101,8.35,8.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-166.47,68.75,0,0,0,0,0.20,128.80,902,101,8.55,8.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-166.12,68.90,0,0,0,0,0.20,129.12,902,101,8.75,8.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
