trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral
-180.00,9.00,0,0,0,0,0.20,309.78,926,530,42.31,72.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.93,-78.97,0,0,0,0,0.20,255.70,701,801,64.55,64.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.87,9.15,0,0,0,0,0.20,309.80,926,530,42.51,72.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.84,25.75,0,0,0,0,0.20,167.90,926,530,20.64,20.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.74,9.30,0,0,0,0,0.20,309.82,926,530,42.71,71.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.67,-79.16,0,0,0,0,0.20,255.44,701,801,64.75,64.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.62,25.79,0,0,0,0,0.20,168.00,926,530,20.84,20.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.62,9.46,0,0,0,0,0.20,309.84,926,530,42.90,71.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.49,9.61,0,0,0,0,0.20,309.86,926,530,43.10,71.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.41,25.83,0,0,0,0,0.20,168.09,926,530,21.04,21.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.40,-79.35,0,0,0,0,0.20,255.18,701,801,64.95,64.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.36,9.76,0,0,0,0,0.20,309.89,926,530,43.29,71.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.24,9.91,0,0,0,0,0.20,309.91,926,530,43.49,71.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.19,25.87,0,0,0,0,0.20,168.19,926,530,21.24,21.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.12,-79.54,0,0,0,0,0.20,254.90,701,801,65.14,65.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-179.11,10.06,0,0,0,0,0.20,309.93,926,530,43.68,70.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.98,10.21,0,0,0,0,0.20,309.95,926,530,43.88,70.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.97,25.91,0,0,0,0,0.20,168.28,926,530,21.44,21.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.85,10.36,0,0,0,0,0.20,309.98,926,530,44.07,70.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.84,-79.73,0,0,0,0,0.20,254.62,701,801,65.34,65.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.77,-84.99,0,0,0,0,0.20,302.41,701,801,70.67,70.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.76,25.95,0,0,0,0,0.20,168.38,926,530,21.64,21.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.73,10.51,0,0,0,0,0.20,310.00,926,530,44.27,70.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.60,10.66,0,0,0,0,0.20,310.02,926,530,44.47,70.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.54,25.99,0,0,0,0,0.20,168.47,926,530,21.84,21.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.54,-79.92,0,0,0,0,0.20,254.33,701,801,65.54,65.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.47,10.80,0,0,0,0,0.19,313.89,926,530,44.66,69.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.33,10.93,0,0,0,0,0.19,313.91,926,530,44.85,69.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.32,26.03,0,0,0,0,0.20,168.57,926,530,22.04,22.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.23,-80.11,0,0,0,0,0.20,254.02,701,801,65.74,65.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.20,11.07,0,0,0,0,0.19,313.94,926,530,45.04,69.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.10,26.07,0,0,0,0,0.20,168.66,926,530,22.24,22.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-178.07,11.21,0,0,0,0,0.19,313.96,926,530,45.23,69.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.93,11.34,0,0,0,0,0.19,313.99,926,530,45.42,69.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.90,-80.30,0,0,0,0,0.20,253.70,701,801,65.93,65.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.89,26.11,0,0,0,0,0.20,168.76,926,530,22.44,22.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.80,11.48,0,0,0,0,0.19,314.02,926,530,45.60,69.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.67,26.15,0,0,0,0,0.20,168.85,926,530,22.64,22.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.66,11.62,0,0,0,0,0.19,314.04,926,530,45.79,68.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.60,-84.82,0,0,0,0,0.20,301.25,701,801,70.48,70.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.57,-80.49,0,0,0,0,0.20,253.37,701,801,66.13,66.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.53,11.75,0,0,0,0,0.19,314.07,926,530,45.98,68.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.45,26.19,0,0,0,0,0.20,168.95,926,530,22.83,22.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.39,11.89,0,0,0,0,0.19,314.10,926,530,46.17,68.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.39,-80.68,0,0,0,0,0.20,269.56,701,801,66.33,66.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.38,-80.88,0,0,0,0,0.20,269.55,701,801,66.53,66.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.37,-81.08,0,0,0,0,0.20,269.54,701,801,66.72,66.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.36,-81.28,0,0,0,0,0.20,269.53,701,801,66.92,66.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.35,-81.47,0,0,0,0,0.20,269.52,701,801,67.12,67.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.34,-81.67,0,0,0,0,0.20,269.51,701,801,67.32,67.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.32,-81.87,0,0,0,0,0.20,269.49,701,801,67.51,67.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.31,-82.07,0,0,0,0,0.20,269.48,701,801,67.71,67.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.30,-82.27,0,0,0,0,0.20,269.47,701,801,67.91,67.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.28,-82.46,0,0,0,0,0.20,269.45,701,801,68.11,68.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.27,-82.66,0,0,0,0,0.20,269.44,701,801,68.30,68.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.26,12.02,0,0,0,0,0.19,314.13,926,530,46.36,68.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.25,-82.86,0,0,0,0,0.20,269.42,701,801,68.50,68.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.24,-83.06,0,0,0,0,0.20,269.41,701,801,68.70,68.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.23,26.23,0,0,0,0,0.20,169.05,926,530,23.03,23.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.22,-83.25,0,0,0,0,0.20,269.39,701,801,68.90,68.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.20,-83.45,0,0,0,0,0.20,269.37,701,801,69.09,69.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-177.18,-83.65,0,0,0,0,0.20,269.35,701,801,69.29,69.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
