dist_nearest_edge,trench_abs_ortho,conv_ortho,conv_paral,label
11.8,-0.52,7.05,3.14,False
0.08,-2.45,9.99,3.42,False
0.09,-1.51,12.89,1.24,False
5.91,-1.23,8.97,2.6,False
7.93,-2.28,-1.15,-3.53,False
0.07,-2.52,4.93,1.02,False
5.09,-1.4,9.52,-0.37,False
1.06,-0.58,4.74,6.64,False
0.09,-2.09,10.39,-1.23,False
0.08,-2.42,5.02,0.23,False
0.1,-2.47,10.87,0.67,False
10.05,-1.17,8.98,2.54,False
0.1,-3.2,12.41,4.34,False
6.39,-2.08,7.52,-4.93,False
6.19,-2.08,7.66,-4.7,False
0.85,-4.97,6.46,-0.81,False
2.99,-1.68,9.88,-0.16,False
12.81,0.0,3.4,-1.03,False
2.16,-5.04,6.5,-0.81,False
0.09,-4.95,6.75,4.07,False
4.74,-2.38,1.51,-1.75,False
0.66,-3.96,15.7,-4.37,False
4.34,-0.54,4.56,6.85,False
5.72,-0.56,4.92,7.0,False
4.98,1.94,-13.68,0.89,False
3.71,-3.63,12.9,2.74,False
4.54,-0.25,5.86,3.89,False
0.35,-5.38,7.26,3.44,False
5.04,-0.31,1.35,2.19,False
11.86,-0.05,2.29,-5.83,False
0.09,-4.32,12.74,-0.09,False
4.34,-0.5,5.05,6.92,False
8.8,0.54,3.13,0.87,False
1.39,-4.15,4.22,0.44,False
1.88,-2.27,10.14,0.52,False
2.74,0.28,1.55,1.26,False
9.37,-0.45,6.16,-2.47,False
7.73,-2.45,7.77,-1.98,False
9.39,0.0,7.58,1.61,False
0.05,-2.47,5.08,0.3,False
0.09,-4.95,6.75,4.07,False
4.9,-2.0,8.42,-1.22,False
10.86,-1.71,9.09,-2.46,False
9.88,0.03,2.08,-0.33,False
0.09,-3.2,11.68,3.48,False
0.08,-4.05,15.97,-3.23,False
0.1,-3.06,8.52,-4.43,False
8.74,-0.48,1.34,2.35,False
9.16,1.18,4.01,-1.2,False
0.1,-5.8,7.58,-2.29,False
8.79,-1.09,3.19,0.83,False
5.32,-4.08,4.42,-1.37,False
0.08,-2.42,5.02,0.23,False
10.23,0.0,5.27,3.67,False
10.05,-0.52,5.68,6.81,False
5.3,-4.19,6.43,-2.11,False
1.63,-3.65,13.81,3.16,False
9.16,-0.3,3.01,0.77,False
0.08,-2.67,5.31,0.62,False
5.32,-4.02,4.1,-0.55,False
8.47,0.17,2.02,-5.86,False
9.71,0.1,2.11,-5.83,False
0.09,-4.07,8.51,-4.43,False
11.61,-0.52,7.21,3.34,False
1.18,-1.82,3.98,-1.53,False
2.81,-2.45,6.52,-3.21,False
0.1,-5.85,7.6,-2.21,False
8.35,-1.83,7.32,-5.07,False
3.0,-2.57,6.57,-3.48,False
9.4,0.05,2.09,0.91,False
10.25,-1.36,9.23,2.1,False
8.58,0.26,5.45,-3.99,False
6.57,0.0,2.62,1.59,False
8.79,-2.51,8.65,-2.23,False
4.01,-2.6,1.85,-7.34,False
6.68,-3.64,13.13,2.11,False
8.42,-2.51,8.8,-2.16,False
6.9,-0.27,6.09,3.72,False
2.81,-3.03,10.5,-1.35,False
10.44,-0.61,5.47,6.69,False
5.32,-4.03,4.09,-0.56,False
10.64,-0.52,5.79,6.86,False
1.13,-4.36,6.46,-1.97,False
0.08,-2.39,4.97,0.19,False
5.88,-2.25,3.81,-2.24,False
3.08,-4.1,4.16,-0.56,False
6.8,-1.93,10.99,0.74,False
5.02,-0.28,1.05,2.34,False
4.83,-2.91,10.03,0.41,False
0.1,-5.8,7.58,-2.29,False
0.56,-5.16,6.75,0.45,False
0.1,-1.33,8.97,2.31,False
0.08,-2.39,4.97,0.19,False
7.64,-2.78,11.07,-4.06,False
7.97,-1.92,10.9,0.72,False
12.18,0.13,2.06,-0.09,False
7.86,-2.12,3.82,-2.08,False
0.09,-4.31,13.39,1.09,False
8.91,-2.95,12.54,0.12,False
0.98,-4.29,6.44,-2.02,False
7.93,0.0,4.27,2.61,False
0.68,-4.34,13.44,1.13,False
0.98,-4.29,6.44,-2.02,False
0.1,-3.21,12.43,4.35,False
6.73,-0.38,1.43,2.19,False
0.1,-3.06,8.52,-4.43,False
0.47,-2.46,5.09,0.34,False
3.83,-3.93,4.24,-1.33,False
1.13,-4.36,6.46,-1.97,False
8.76,-1.82,8.38,-0.67,False
0.5,-2.4,4.7,-4.81,False
5.27,-1.69,4.22,0.47,False
6.99,-0.48,5.12,-0.32,False
1.17,-5.49,6.33,4.67,False
2.55,-2.22,11.19,-1.73,False
0.1,0.25,2.13,2.77,False
3.39,-2.31,3.86,-4.17,False
0.1,-2.37,1.05,3.21,False
2.57,-2.85,13.04,0.75,False
8.61,-0.51,1.39,2.32,False
1.07,-3.65,13.97,3.16,False
0.09,-1.95,13.64,-1.4,False
0.09,-2.58,5.18,0.37,False
0.35,-5.38,7.26,3.44,False
0.27,0.0,-1.24,1.72,False
9.52,-9.5,11.22,2.44,False
11.8,-0.92,8.84,5.56,False
8.78,0.01,2.1,-0.38,False
1.74,-3.77,13.88,0.43,False
14.81,-4.19,8.63,-3.71,False
14.09,-3.02,8.9,-5.52,False
8.36,-1.83,10.7,0.62,False
8.56,-1.82,8.28,-0.71,False
7.86,-0.08,3.84,-1.14,False
0.1,-2.39,4.61,-4.81,False
0.89,-5.1,6.72,0.39,False
11.37,0.16,5.03,-1.09,False
8.36,-2.08,9.25,2.5,False
8.17,-2.41,9.32,2.48,False
7.76,-1.56,8.84,-2.71,False
8.95,-1.57,8.35,-0.5,False
0.1,-0.03,0.95,4.95,False
5.06,-1.83,4.32,-1.18,False
3.39,-2.31,3.86,-4.17,False
4.84,-2.03,6.66,-1.0,False
0.07,-5.27,7.38,2.54,False
0.28,-5.11,6.95,3.86,False
15.18,-4.19,8.62,-3.65,False
6.93,-1.55,8.0,-4.44,False
2.52,-5.05,4.92,1.53,False
0.1,-3.2,12.41,4.34,False
0.09,-5.05,6.69,0.37,False
4.32,1.97,1.88,0.82,False
0.09,-2.77,12.0,3.89,False
0.02,-5.15,6.42,4.55,False
17.99,-3.99,7.74,-4.72,False
8.47,-2.79,9.27,-3.57,False
5.82,-2.09,4.52,-1.24,False
7.16,-3.59,11.43,-4.52,False
0.08,-4.99,6.22,4.8,False
0.1,-3.06,8.82,-4.44,False
2.53,-1.68,8.2,-4.35,False
0.52,-2.68,3.29,7.37,False
2.7,-3.94,4.26,-0.42,False
7.88,-2.05,3.71,-2.16,False
8.34,-2.78,8.02,-3.91,False
1.92,-5.29,7.11,4.48,False
7.56,-2.04,3.68,-2.19,False
4.85,0.21,3.57,-1.1,False
5.02,-0.28,1.05,2.34,False
4.64,-2.25,8.53,-2.48,False
8.47,-2.79,9.27,-3.57,False
4.64,-2.03,8.74,-2.27,False
3.18,-2.08,4.49,-1.27,False
0.1,-3.05,3.81,6.89,False
5.02,-0.28,1.05,2.34,False
0.09,-2.77,12.0,3.89,False
8.4,-2.79,10.72,-3.73,False
0.09,-3.78,5.2,1.79,False
0.1,-3.06,8.52,-4.43,False
3.08,-4.06,4.18,-0.51,False
0.08,-5.1,6.36,4.63,False
4.7,0.32,1.83,0.93,False
3.84,-1.82,5.8,-6.38,False
10.9,-0.07,4.81,-3.9,False
4.44,-2.5,9.95,0.48,False
0.1,-4.25,5.1,3.13,False
4.26,0.78,1.86,0.78,False
3.84,-2.09,6.32,-6.17,False
5.16,0.21,3.55,-1.1,False
8.4,-2.79,10.72,-3.73,False
0.09,-2.04,10.84,-1.13,False
8.7,-0.49,1.35,2.34,False
8.84,-0.3,3.99,-1.33,False
7.68,-1.38,9.4,-0.23,False
0.09,-2.61,4.87,0.1,False
12.7,0.0,5.68,3.1,False
7.11,-2.48,9.13,-1.59,False
0.48,-0.24,4.07,6.99,False
0.09,-1.5,12.88,0.95,False
0.1,1.56,-13.5,0.89,False
4.83,-2.03,8.59,-2.3,False
0.09,-2.77,12.0,3.89,False
4.22,-1.68,9.02,-2.51,False
1.25,1.29,-0.48,-9.99,False
6.8,-1.81,9.29,2.66,False
0.29,-0.24,3.91,6.83,False
10.35,0.0,3.35,-1.0,False
6.9,-1.21,8.98,2.57,False
3.56,-3.98,8.33,-5.17,False
10.68,-0.07,5.83,-3.18,False
7.49,-0.26,5.31,6.99,False
1.66,-2.98,2.98,1.22,False
0.07,-3.8,11.42,-0.87,False
8.72,-0.01,1.99,1.05,False
0.1,-0.49,4.28,1.22,False
0.23,0.0,0.21,2.12,False
0.1,-3.42,2.9,7.74,False
0.1,-1.35,1.61,2.72,False
7.19,-1.93,10.97,0.74,False
0.35,-5.38,7.26,3.44,False
4.63,0.7,1.95,0.78,False
2.89,-5.17,6.35,2.31,False
5.03,0.15,1.82,1.03,False
7.65,-1.38,3.51,0.55,False
10.05,-0.29,6.53,3.67,False
9.94,0.19,5.45,-3.99,False
2.49,-3.4,10.63,-2.78,False
0.09,-3.2,11.68,3.48,False
0.09,-2.89,9.86,-4.8,False
10.24,-0.29,6.6,3.72,False
9.85,-1.29,9.04,2.88,False
8.2,0.26,5.47,-3.93,False
3.05,-2.07,6.09,-6.32,False
0.52,-2.68,3.29,7.37,False
3.85,-2.11,10.79,-1.68,False
3.65,-2.91,10.11,0.39,False
2.18,-5.08,6.26,2.16,False
17.99,-4.0,7.69,-4.77,False
17.3,-4.0,11.24,-4.55,False
8.38,-1.9,6.59,-3.88,False
9.32,-0.07,5.48,-3.86,False
0.09,-2.72,4.98,0.17,False
2.15,-1.9,10.58,-1.08,False
10.35,0.0,3.35,-1.0,False
0.09,-1.51,12.89,1.24,False
8.9,0.0,0.3,1.37,False
10.61,0.0,3.35,-1.01,False
0.67,-1.69,9.99,0.05,False
3.11,-4.24,10.19,-3.09,False
0.87,-0.33,4.7,6.83,False
0.87,-0.33,4.7,6.83,False
8.54,0.0,2.22,1.68,False
10.35,0.0,3.35,-1.0,False
10.39,-2.98,18.24,3.46,False
10.22,0.0,3.34,-1.0,False
0.67,-1.44,9.08,2.49,False
0.67,-0.77,7.72,6.19,False
0.67,-0.57,4.69,6.64,False
3.11,-4.24,12.45,-2.46,False
0.67,-0.25,4.17,7.07,False
10.48,0.0,3.35,-1.01,False
7.39,-3.84,12.74,-0.39,False
8.72,-2.74,12.25,1.2,False
9.58,0.0,-0.1,1.0,False
12.33,0.0,5.69,3.1,False
8.43,-4.2,16.03,1.82,False
0.87,-0.69,7.5,5.92,False
0.09,-2.5,5.13,0.34,False
7.39,-2.92,18.12,4.22,False
0.1,0.0,5.67,3.83,False
2.71,-4.25,13.29,1.25,False
0.09,-2.09,10.39,-1.23,False
4.6,-2.58,2.04,-7.34,False
0.67,-1.33,8.99,2.31,False
11.01,0.0,5.27,3.73,False
0.08,-2.39,4.97,0.19,False
0.1,-3.12,3.12,0.59,False
2.85,-4.23,12.61,0.64,False
7.58,-0.09,2.1,0.97,False
9.05,0.0,5.26,3.67,False
0.67,-3.61,13.0,2.16,False
11.02,-0.4,2.97,-5.54,False
1.17,-5.6,6.4,4.59,False
5.21,-3.96,8.66,-3.35,False
8.12,-0.7,1.77,1.7,False
7.49,-0.51,5.45,6.92,False
2.13,-5.03,6.5,-0.83,False
0.85,-5.82,7.59,-2.26,False
0.1,-4.29,12.92,0.51,False
7.69,-0.77,8.12,6.36,False
0.1,-5.97,7.6,-2.16,False
5.3,-4.19,6.43,-2.11,False
0.09,-2.06,10.92,-1.19,False
0.1,-5.79,7.58,-2.31,False
4.18,-5.74,7.02,0.82,False
2.82,-2.85,9.47,-1.37,False
0.95,-5.84,7.59,-2.23,False
8.22,0.21,3.34,0.58,False
0.1,-4.32,13.4,1.07,False
10.66,-3.98,15.13,-5.0,False
0.09,-4.3,13.38,1.12,False
8.3,0.64,2.1,0.94,False
2.65,-1.98,7.32,-6.56,False
0.05,-2.61,5.23,0.55,False
0.3,-3.0,11.36,-0.93,False
2.24,-1.88,10.48,-1.02,False
0.1,-0.08,5.12,3.73,False
0.1,-0.3,5.1,3.54,False
0.04,-1.74,9.44,0.88,False
3.83,-4.24,13.25,1.25,False
10.77,0.0,5.71,3.1,False
0.09,-2.08,10.37,-1.23,False
0.07,-2.52,4.93,1.02,False
1.64,-1.43,9.1,2.49,False
7.66,-4.21,16.06,1.82,False
0.1,-3.98,5.61,-1.97,False
2.13,-5.03,6.5,-0.83,False
0.1,-5.8,7.58,-2.29,False
7.49,-0.26,5.31,6.99,False
7.49,-0.71,8.03,6.26,False
7.49,-1.21,8.97,2.63,False
0.08,-2.67,5.31,0.62,False
0.1,-1.8,4.11,-0.89,False
2.87,-2.91,12.21,0.31,False
7.49,-0.51,5.41,6.86,False
6.42,-2.44,7.54,-2.05,False
3.16,-2.43,14.18,2.21,False
8.59,0.26,3.27,0.57,False
2.05,-2.7,2.7,1.2,False
6.56,-2.94,11.83,0.0,False
0.09,-2.66,4.88,-0.98,False
7.22,-0.85,3.59,0.52,False
10.23,0.0,5.27,3.67,False
2.8,-0.73,7.78,6.01,False
0.09,-2.67,4.93,0.13,False
11.22,0.0,3.46,-1.04,False
2.8,-0.79,7.88,6.13,False
10.52,0.0,5.24,3.71,False
0.28,-4.3,13.37,1.12,False
6.35,-2.85,13.37,3.0,False
8.0,-0.11,3.89,-1.14,False
10.82,0.0,4.71,2.29,False
7.21,0.06,1.91,1.05,False
10.05,-0.8,8.36,6.44,False
0.3,-3.0,11.36,-0.93,False
7.39,-0.11,2.12,0.95,False
0.09,-4.07,8.51,-4.43,False
0.08,-3.22,12.23,4.9,False
0.84,-3.02,11.08,-1.13,False
10.24,-0.06,6.69,4.09,False
1.18,-4.3,6.45,-2.02,False
0.85,-5.82,7.59,-2.26,False
8.95,0.0,-0.5,2.32,False
1.45,-0.79,7.82,6.21,False
8.42,-3.02,13.56,-0.21,False
0.09,-2.67,4.93,0.13,False
8.37,0.0,1.96,0.86,False
0.1,0.0,5.75,3.62,False
7.16,-3.41,12.53,1.75,False
7.04,0.0,1.26,1.65,False
4.14,-0.64,4.67,6.62,False
0.08,-3.22,12.23,4.9,False
0.1,-3.2,12.41,4.34,False
3.98,-2.4,4.28,-4.54,False
0.09,-2.09,10.39,-1.23,False
0.1,0.0,5.72,3.65,False
0.1,-3.12,3.12,0.59,False
3.41,-1.67,13.52,-1.26,False
0.1,-3.94,5.56,-2.12,False
8.85,-1.09,1.53,2.19,False
9.26,-1.6,9.54,0.08,False
9.26,-0.29,6.45,3.72,False
0.09,-2.58,5.18,0.37,False
1.92,-5.14,6.77,0.37,False
7.01,-4.32,15.87,-0.63,False
9.69,0.0,5.62,3.1,False
6.11,-0.26,5.25,7.17,False
4.98,-1.97,4.51,-0.24,False
2.47,-2.92,10.27,0.39,False
1.29,-2.95,10.35,0.21,False
0.98,-1.87,4.37,-0.27,False
5.68,-1.72,3.84,-1.34,False
3.94,-1.97,4.36,-1.41,False
4.25,-0.24,0.99,2.35,False
1.95,-4.27,4.16,-0.06,False
1.95,-4.27,4.16,-0.06,False
7.29,-0.27,6.24,3.83,False
6.23,-2.44,7.62,-2.35,False
7.69,-0.77,8.14,6.38,False
7.49,-0.51,5.37,6.81,False
8.26,-0.62,3.35,0.53,False
10.87,0.0,5.61,3.09,False
8.69,-0.68,1.75,1.7,False
10.64,-0.06,6.59,3.86,False
10.64,-0.53,5.9,7.03,False
8.83,-0.45,3.16,0.78,False
10.91,-1.37,9.21,-0.3,False
2.13,-5.03,6.5,-0.83,False
0.1,-1.8,4.11,-0.89,False
0.07,-2.52,4.93,1.02,False
8.48,-0.51,1.57,2.21,False
0.1,10.35,1.39,13.5,False
10.66,-3.98,15.13,-5.0,False
0.09,-2.61,4.87,0.1,False
10.66,-3.98,15.13,-5.0,False
8.49,0.0,3.51,-1.03,False
9.26,-0.72,8.11,6.14,False
8.61,0.36,3.23,0.6,False
1.06,1.29,-0.51,-9.99,False
4.93,-2.2,11.13,-1.55,False
10.19,0.02,5.06,-0.95,False
2.89,-4.09,4.19,0.47,False
3.84,-2.08,6.11,-6.37,False
2.42,-5.26,7.06,4.69,False
3.99,0.88,1.78,0.95,False
5.27,-4.26,6.44,-2.06,False
9.05,0.0,4.76,4.27,False
8.26,-0.62,3.35,0.53,False
0.09,-2.67,4.93,0.13,False
8.67,0.0,3.51,-1.04,False
0.67,0.0,3.67,3.71,False
10.48,-3.97,8.46,-5.06,False
6.42,-2.44,7.47,-2.06,False
9.05,0.0,4.76,4.27,False
0.05,-2.61,5.23,0.55,False
8.13,-0.33,4.05,-1.33,False
8.3,0.0,2.62,0.43,False
8.14,-0.07,2.08,0.96,False
0.1,-5.97,7.6,-2.16,False
6.6,-2.94,11.68,-0.08,False
7.49,-0.71,8.03,6.26,False
0.43,-3.61,12.89,2.74,False
0.09,-2.89,9.86,-4.8,False
8.26,-0.62,3.35,0.53,False
7.29,-0.27,6.15,3.72,False
7.49,-1.21,8.97,2.63,False
1.75,-2.69,13.39,3.02,False
7.64,-1.38,9.4,-0.37,False
7.29,-1.61,9.67,0.29,False
0.1,-2.67,4.89,-0.97,False
7.49,-0.21,5.02,7.14,False
6.6,-2.45,7.71,-2.35,False
6.42,-2.44,7.47,-2.06,False
0.1,-0.08,5.12,3.73,False
11.61,-0.51,6.16,6.6,False
0.09,-4.07,8.51,-4.43,False
5.35,-2.15,4.59,-1.18,False
5.21,0.48,2.17,0.48,False
0.09,-5.61,6.41,4.63,False
0.08,-3.22,12.23,4.9,False
5.62,-2.25,8.34,-2.49,False
2.47,-2.23,3.05,-5.48,False
1.95,-4.27,4.16,-0.06,False
4.55,0.0,3.43,2.97,False
4.69,-1.4,9.54,-0.37,False
1.27,1.11,1.45,1.25,False
9.7,-0.48,6.19,-2.38,False
1.27,-2.8,2.8,1.2,False
9.05,0.0,5.26,3.67,False
8.3,0.0,5.97,0.82,False
0.09,-4.95,6.12,2.39,False
1.68,-2.61,10.68,0.59,False
0.09,-5.05,6.32,0.89,False
13.45,-2.72,17.43,6.48,False
0.1,-0.31,5.21,3.65,False
8.54,0.0,2.22,1.68,False
9.11,-2.47,8.07,-1.98,False
0.72,-5.37,7.24,3.65,False
0.66,-5.23,7.08,3.86,False
0.35,-5.38,7.26,3.44,False
7.63,-0.97,1.35,2.26,False
4.01,-5.39,5.36,0.31,False
0.43,-2.35,4.34,-4.69,False
10.82,0.16,5.04,-1.03,False
8.59,0.4,5.25,-4.27,False
7.29,-1.32,9.04,2.91,False
0.87,-3.6,13.0,2.15,False
8.58,0.0,3.51,-1.03,False
1.03,-5.06,6.32,1.04,False
1.26,3.0,1.0,1.05,False
4.2,-4.29,4.15,-1.06,False
0.1,-5.97,7.6,-2.16,False
0.1,-5.79,7.58,-2.31,False
5.58,-1.67,8.22,-4.3,False
2.72,-2.02,4.41,-1.36,False
0.1,-3.06,8.82,-4.44,False
8.36,-2.03,9.08,2.67,False
3.8,-1.83,4.02,-1.66,False
10.65,0.03,2.07,-0.33,False
3.61,-3.97,10.96,-1.64,False
9.85,0.17,5.47,-3.9,False
8.36,-2.08,9.3,2.53,False
8.17,-1.83,10.66,0.59,False
8.17,-1.83,10.69,0.6,False
7.56,-1.82,7.22,-5.13,False
8.17,-2.04,9.43,2.84,False
0.1,-3.2,12.41,4.34,False
7.56,-2.09,7.78,-4.7,False
5.18,-5.68,6.97,0.59,False
12.0,-0.5,6.42,6.64,False
0.1,-5.79,7.58,-2.31,False
2.04,-2.43,6.2,-2.9,False
1.95,-5.02,6.5,-0.83,False
4.56,-2.33,5.24,0.55,False
11.46,-1.45,9.07,-0.87,False
1.27,-4.01,11.3,-1.66,False
11.97,-1.23,9.12,1.92,False
3.43,-2.53,4.69,-0.65,False
0.1,-5.97,7.6,-2.16,False
9.95,0.13,2.01,-5.9,False
4.76,-3.97,4.32,-1.42,False
12.0,-1.24,9.12,1.92,False
5.32,-4.01,4.11,-0.53,False
12.0,-0.29,7.2,3.49,False
0.37,-5.35,7.48,2.54,False
7.37,0.64,2.05,0.72,False
0.09,-3.88,12.07,0.44,False
0.1,-3.94,5.56,-2.12,False
3.4,-2.87,11.43,0.09,False
2.98,-2.01,8.42,-1.18,False
0.09,-2.5,5.13,0.34,False
4.07,-2.62,5.27,0.65,False
9.97,0.14,4.67,-4.0,False
0.09,-2.77,12.0,3.89,False
12.0,-0.51,6.38,6.84,False
4.95,-4.19,4.1,-0.58,False
11.87,-0.29,7.3,3.55,False
0.09,-4.07,8.51,-4.43,False
0.1,-2.23,4.34,-3.38,False
8.92,-0.21,3.98,-1.14,False
11.68,-0.89,6.33,6.24,False
10.67,0.03,2.21,-5.83,False
6.65,1.18,2.51,0.59,False
3.72,-2.66,5.31,0.65,False
4.95,-5.7,6.97,0.74,False
8.3,-0.7,2.8,0.83,False
12.06,-0.92,8.83,5.51,False
0.09,-4.92,6.43,-0.83,False
0.09,-4.07,8.51,-4.43,False
0.09,-5.61,6.41,4.63,False
0.1,-3.05,3.81,6.89,False
8.69,-2.77,7.33,-3.9,False
0.09,-5.66,6.45,4.59,False
3.64,-2.08,6.15,-6.32,False
1.34,-3.86,5.24,0.84,False
11.21,-0.07,2.29,-5.85,False
5.23,1.41,3.56,-1.16,False
7.04,-3.62,11.59,-4.2,False
2.82,-2.33,3.69,-4.93,False
0.35,-5.38,7.26,3.44,False
10.9,-0.07,4.81,-3.9,False
4.68,-0.31,1.07,2.33,False
2.7,-3.94,4.26,-0.42,False
0.09,-1.74,12.66,5.26,False
4.7,0.32,1.83,0.93,False
8.37,-1.9,6.49,-3.87,False
0.09,-4.07,8.51,-4.43,False
4.44,-2.56,9.99,0.65,False
4.44,-2.25,8.61,-2.47,False
11.48,-0.07,2.31,-5.83,False
1.57,-5.13,6.31,2.39,False
4.77,0.31,1.83,0.93,False
2.82,-3.1,7.49,-4.44,False
6.93,-2.05,3.63,-2.26,False
4.64,-2.25,8.59,-2.47,False
8.06,-2.8,10.87,-3.58,False
1.57,-5.13,6.31,2.39,False
4.64,-2.25,8.53,-2.48,False
4.86,-0.3,1.06,2.34,False
2.53,-1.68,8.2,-4.35,False
0.09,-1.76,12.66,5.23,False
0.1,-3.05,3.81,6.89,False
7.04,-3.62,11.59,-4.2,False
1.09,9.94,1.74,12.8,False
2.82,-2.31,3.8,-4.69,False
1.09,9.94,1.74,12.8,False
7.42,-1.69,3.35,-2.86,False
10.83,-0.04,5.81,-3.22,False
4.44,-2.25,8.42,-2.5,False
10.83,-0.04,5.81,-3.22,False
4.64,-2.19,11.02,-1.56,False
2.72,-3.09,7.56,-4.72,False
8.39,-1.89,6.56,-3.97,False
2.52,-4.34,4.21,-0.47,False
6.4,-3.95,9.01,-4.92,False
3.84,-2.08,6.11,-6.37,False
4.64,-2.91,10.06,0.41,False
1.92,-5.29,7.11,4.48,False
4.68,-0.31,1.07,2.33,False
4.32,1.97,1.88,0.82,False
4.64,-2.1,10.77,-1.67,False
8.03,-2.08,3.72,-2.19,False
4.68,-0.31,1.07,2.33,False
4.32,1.97,1.88,0.82,False
2.89,-4.26,4.17,0.4,False
11.12,-0.07,5.85,-3.14,False
4.64,-2.91,10.14,0.43,False
7.26,-1.68,3.31,-2.92,False
1.54,-2.37,2.82,7.8,False
2.42,-5.26,7.06,4.69,False
0.09,-3.78,5.2,1.79,False
3.12,-5.2,6.38,2.16,False
0.09,-2.51,4.17,-0.37,False
1.04,-5.34,7.21,3.86,False
2.53,-1.68,8.2,-4.35,False
0.09,-3.71,12.66,5.28,False
9.81,-0.02,5.06,-0.92,False
2.82,-2.31,3.8,-4.69,False
16.55,-4.01,15.25,-4.38,False
8.27,-1.56,8.88,-2.62,False
1.68,-2.29,8.79,-2.63,False
0.09,-1.48,8.93,1.6,False
4.34,-0.67,7.69,6.2,False
8.87,0.0,-0.11,1.0,False
2.92,0.0,3.67,3.69,False
1.87,0.0,2.81,1.74,False
7.29,-0.26,5.32,7.05,False
0.09,0.0,3.72,5.38,False
0.09,-1.75,9.28,2.98,False
1.13,-4.36,6.46,-1.97,False
7.29,-0.7,7.97,6.2,False
0.09,0.0,3.77,3.69,False
8.95,0.0,5.24,3.68,False
0.1,-5.8,7.58,-2.29,False
6.6,-2.94,11.68,-0.08,False
2.35,-4.24,5.69,-3.26,False
7.29,-0.27,6.29,3.89,False
0.08,-1.81,4.11,-0.86,False
7.16,-2.46,7.75,-2.36,False
0.85,-5.82,7.59,-2.26,False
8.55,0.0,-0.48,2.32,False
0.09,-1.51,12.89,1.38,False
6.27,-5.73,7.02,0.67,False
4.5,-2.96,11.05,-0.5,False
8.71,-0.04,2.05,0.97,False
0.08,-3.22,12.23,4.9,False
9.46,-1.18,8.98,2.54,False
8.8,0.54,3.13,0.87,False
0.07,-5.27,7.38,2.54,False
0.1,10.35,1.39,13.5,False
10.71,-0.4,5.24,-3.3,False
4.01,0.33,3.42,-1.1,False
11.12,-0.07,5.85,-3.14,False
2.9,1.07,1.55,0.75,False
3.49,-2.52,8.06,-5.36,False
2.78,0.93,1.72,0.96,False
1.88,-2.61,10.58,0.56,False
3.76,-0.73,7.83,5.95,False
4.45,-2.77,13.39,3.02,False
0.09,-1.49,8.87,1.74,False
0.09,-2.58,5.18,0.37,False
6.27,-5.73,7.02,0.67,False
0.09,-3.46,3.76,-1.11,False
1.57,-4.13,4.22,0.47,False
4.61,-2.29,4.43,-4.05,False
2.28,-2.24,10.09,0.68,False
4.45,-2.31,4.21,-3.85,False
0.1,10.35,1.39,13.5,False
4.09,-3.77,13.13,0.29,False
0.3,-3.16,8.69,-4.16,False
2.08,-2.13,10.86,-1.85,False
0.1,-0.03,0.95,4.95,False
0.32,-5.05,6.32,0.96,False
1.17,-4.32,6.45,-2.0,False
6.7,0.18,2.5,0.53,False
0.69,-5.13,6.73,0.43,False
0.09,-2.04,10.84,-1.13,False
3.85,-2.5,10.01,0.48,False
5.51,-5.16,5.27,-1.87,False
3.95,-1.68,9.82,-0.23,False
3.76,-0.1,5.85,3.9,False
5.12,-2.36,0.14,-2.73,False
3.76,-0.1,5.76,3.79,False
3.76,-0.64,4.74,6.78,False
0.09,-1.49,8.87,1.74,False
6.66,0.0,1.81,2.11,False
3.76,-0.34,5.15,6.94,False
4.16,0.0,3.45,2.97,False
6.03,-3.53,11.56,-4.94,False
10.06,0.18,5.46,-3.96,False
0.1,-4.85,6.62,4.28,False
5.33,-2.31,3.72,-2.48,False
0.1,0.28,2.07,2.77,False
10.9,-0.99,9.06,5.71,False
0.1,-3.06,8.82,-4.44,False
8.41,0.21,3.32,0.57,False
10.05,-1.17,8.97,2.6,False
10.05,-0.29,6.57,3.72,False
10.05,-1.28,9.05,2.81,False
0.1,0.0,3.69,3.71,False
1.06,-1.44,9.08,2.56,False
10.48,0.0,3.35,-1.01,False
8.09,-2.27,12.28,1.17,False
0.1,0.0,5.72,3.65,False
9.5,-2.83,9.33,-0.94,False
11.19,0.0,5.92,-0.52,False
7.86,-3.02,13.79,-0.17,False
4.74,-1.42,12.97,11.81,False
13.18,-2.99,18.28,3.42,False
11.21,0.0,5.92,-0.52,False
1.06,-1.68,9.98,0.05,False
1.06,-1.44,9.07,2.62,False
0.1,0.0,5.7,3.8,False
0.08,-2.39,4.97,0.19,False
11.21,0.0,5.27,3.73,False
12.55,0.0,5.68,3.1,False
1.06,-0.08,5.42,3.9,False
8.55,0.0,2.19,1.6,False
1.06,-1.32,8.98,2.38,False
0.1,0.0,5.63,3.86,False
1.5,-1.45,9.66,-0.67,False
6.35,0.0,2.64,1.59,False
4.37,-2.59,1.72,-7.3,False
12.88,-2.53,8.86,-2.49,False
0.09,-2.17,10.52,-1.31,False
6.57,0.0,2.62,1.59,False
10.95,0.0,7.53,1.61,False
0.09,-2.08,10.37,-1.23,False
8.11,0.0,2.22,1.66,False
1.06,-1.44,9.08,2.52,False
11.84,0.0,5.31,3.67,False
7.42,0.0,2.24,1.65,False
1.28,-1.44,9.69,-0.46,False
6.6,0.0,2.66,1.59,False
