dist_nearest_edge,trench_abs_ortho,conv_ortho,conv_paral,label
2.18,-2.45,13.92,2.21,True
6.86,-3.93,8.79,-5.04,True
5.41,-2.96,-1.51,-0.41,True
11.61,-0.52,7.12,3.24,True
11.61,-0.52,7.12,3.24,True
11.61,-1.69,9.36,-0.65,True
11.61,-1.69,9.36,-0.65,True
9.5,0.0,5.61,3.1,True
9.5,0.0,5.61,3.1,True
9.5,0.0,5.61,3.1,True
9.48,-2.96,17.62,3.24,True
0.09,-2.13,10.45,-1.24,True
4.44,-2.93,12.7,0.31,True
3.96,-2.33,5.21,-6.56,True
3.96,-2.33,5.21,-6.56,True
1.09,-2.89,11.65,0.31,True
5.28,-4.21,6.44,-2.08,True
8.21,0.41,5.26,-4.24,True
1.04,-5.34,7.21,3.86,True
1.75,-5.15,6.33,2.39,True
1.75,-5.15,6.33,2.39,True
6.98,-2.45,7.79,-2.35,True
2.99,-1.68,9.87,-0.23,True
8.41,-2.97,17.65,2.96,True
0.09,-4.31,13.39,1.09,True
6.11,-1.62,9.72,0.08,True
0.09,-2.82,10.52,0.21,True
0.09,-2.82,10.52,0.21,True
5.49,-2.38,14.79,2.17,True
9.09,0.0,5.95,0.82,True
0.09,-2.82,10.52,0.21,True
0.09,-2.82,10.52,0.21,True
5.04,-2.94,12.89,0.27,True
5.08,-2.45,7.27,-2.64,True
0.09,-5.06,6.89,3.86,True
0.09,-5.06,6.89,3.86,True
5.63,-2.95,13.07,0.27,True
5.43,-2.95,13.01,0.27,True
5.04,-2.94,12.89,0.27,True
0.1,-0.1,2.04,4.59,True
7.48,-3.96,9.19,-3.79,True
7.59,-3.95,9.13,-3.79,True
7.48,-3.96,9.19,-3.79,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
8.95,-2.03,9.16,2.75,True
8.95,-2.03,9.16,2.75,True
8.69,0.7,2.03,0.93,True
0.09,-4.95,6.75,4.07,True
0.08,-2.29,11.96,7.83,True
0.08,-2.29,11.96,7.83,True
0.08,-2.29,11.96,7.83,True
0.08,-2.29,11.96,7.83,True
11.61,-0.52,7.12,3.24,True
1.09,-2.89,11.65,0.31,True
5.28,-4.21,6.44,-2.08,True
1.09,-2.89,11.65,0.31,True
0.1,-5.95,7.6,-2.18,True
0.08,-1.81,4.11,-0.86,True
0.49,-1.98,9.07,0.38,True
1.55,-2.74,13.48,3.41,True
11.22,-0.52,7.06,3.24,True
1.22,-3.97,11.82,-1.14,True
1.22,-3.97,11.82,-1.14,True
1.61,-3.96,11.69,-1.14,True
0.89,-1.82,3.97,-1.48,True
1.73,-2.74,13.42,3.41,True
8.58,0.26,5.45,-3.99,True
2.41,-2.01,8.58,-0.96,True
0.89,-1.82,3.97,-1.48,True
5.28,-4.21,6.44,-2.08,True
8.97,0.24,5.45,-3.99,True
8.97,0.24,5.45,-3.99,True
8.58,0.26,5.45,-3.99,True
0.89,-1.82,3.97,-1.48,True
1.44,-1.98,8.85,0.38,True
0.08,-1.81,4.11,-0.86,True
0.09,-2.13,10.45,-1.24,True
0.09,-2.13,10.45,-1.24,True
9.08,-2.96,17.62,3.24,True
9.08,-2.96,17.62,3.24,True
0.09,-2.13,10.45,-1.24,True
0.08,-1.81,4.11,-0.86,True
9.17,0.23,5.45,-3.99,True
1.06,-1.98,8.94,0.38,True
1.06,-1.98,8.94,0.38,True
1.06,-1.98,8.94,0.38,True
0.3,-3.0,11.36,-0.93,True
0.08,-1.81,4.11,-0.86,True
1.04,-5.34,7.21,3.86,True
1.04,-5.34,7.21,3.86,True
1.04,-5.34,7.21,3.86,True
1.04,-5.34,7.21,3.86,True
1.04,-5.34,7.21,3.86,True
1.22,-3.97,11.82,-1.14,True
1.22,-3.97,11.82,-1.14,True
8.94,0.0,2.22,1.68,True
9.17,0.23,5.45,-3.99,True
1.76,-4.13,4.21,0.45,True
4.69,-1.63,3.07,-3.08,True
6.46,-1.7,3.38,-2.81,True
6.46,-1.7,3.38,-2.81,True
6.22,-2.96,13.25,0.27,True
4.54,-0.25,5.76,3.78,True
11.48,0.14,5.04,-1.06,True
6.14,-3.96,12.92,2.78,True
6.22,-2.96,13.25,0.27,True
4.69,-1.63,3.07,-3.08,True
4.69,-1.63,3.07,-3.08,True
2.87,-3.97,11.23,-1.53,True
3.06,-3.97,11.16,-1.53,True
3.06,-3.97,11.16,-1.53,True
11.17,0.16,5.04,-1.06,True
11.17,0.16,5.04,-1.06,True
10.63,0.16,5.05,-1.01,True
2.51,-3.97,11.36,-1.44,True
5.51,-3.75,9.12,-1.2,True
2.37,-4.03,4.03,-0.61,True
2.37,-4.03,4.03,-0.61,True
5.51,-3.75,9.12,-1.2,True
5.51,-3.75,9.12,-1.2,True
6.6,-0.48,5.11,-0.35,True
1.83,-3.89,3.89,-0.61,True
11.61,-1.69,9.36,-0.65,True
8.58,0.26,5.45,-3.99,True
0.08,-1.81,4.11,-0.86,True
0.1,0.0,3.46,3.14,True
1.22,-3.97,11.82,-1.14,True
6.8,-1.68,3.31,-2.9,True
10.12,-0.85,9.89,3.18,True
9.72,-0.85,9.86,3.18,True
1.22,-3.97,11.82,-1.14,True
0.27,-3.74,12.13,1.13,True
1.22,-3.97,11.82,-1.14,True
2.33,-3.97,11.42,-1.44,True
0.1,-1.59,2.29,-3.43,True
11.48,0.14,5.04,-1.06,True
11.48,0.14,5.04,-1.06,True
0.1,-1.59,2.29,-3.43,True
11.48,0.14,5.04,-1.06,True
11.48,0.14,5.04,-1.06,True
11.48,0.14,5.04,-1.06,True
0.1,-1.59,2.29,-3.43,True
11.48,0.14,5.04,-1.06,True
11.48,0.14,5.04,-1.06,True
0.1,-1.59,2.29,-3.43,True
1.27,1.11,1.45,1.25,True
6.6,-0.48,5.11,-0.35,True
1.47,1.11,1.46,1.25,True
6.6,-0.48,5.11,-0.35,True
8.58,0.26,5.45,-3.99,True
2.15,-3.98,11.48,-1.44,True
1.97,-2.13,4.52,-1.5,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
6.64,-3.93,8.79,-5.17,True
6.64,-3.93,8.79,-5.17,True
6.64,-3.93,8.79,-5.17,True
4.64,-2.25,8.53,-2.48,True
6.64,-3.93,8.79,-5.17,True
6.64,-3.93,8.79,-5.17,True
6.64,-3.93,8.79,-5.17,True
6.64,-3.93,8.79,-5.17,True
6.64,-3.93,8.79,-5.17,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
6.64,-3.93,8.79,-5.17,True
4.64,-2.25,8.53,-2.48,True
6.64,-3.93,8.79,-5.17,True
6.64,-3.93,8.79,-5.17,True
6.64,-3.93,8.79,-5.17,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
6.64,-3.93,8.79,-5.17,True
6.64,-3.93,8.79,-5.17,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
6.64,-3.93,8.79,-5.17,True
6.64,-3.93,8.79,-5.17,True
6.64,-3.93,8.79,-5.17,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
6.64,-3.93,8.79,-5.17,True
4.64,-2.25,8.53,-2.48,True
4.64,-2.25,8.53,-2.48,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
12.55,0.0,5.68,3.1,True
6.52,0.0,3.34,2.97,True
10.07,-2.96,17.63,3.24,True
10.07,-2.96,17.63,3.24,True
10.07,-2.96,17.63,3.24,True
5.32,-3.88,10.52,-1.16,True
5.32,-3.88,10.52,-1.16,True
4.63,-3.92,9.13,-5.76,True
5.18,-3.96,9.28,-5.18,True
4.63,-3.92,9.13,-5.76,True
10.07,-2.96,17.63,3.24,True
10.07,-2.96,17.63,3.24,True
2.87,-2.91,12.21,0.31,True
1.04,-5.34,7.21,3.86,True
1.04,-5.34,7.21,3.86,True
0.09,-2.5,5.13,0.34,True
0.09,-2.5,5.13,0.34,True
0.09,-2.5,5.13,0.34,True
0.09,-4.07,8.51,-4.43,True
6.13,-0.31,2.63,4.15,True
6.13,-0.31,2.63,4.15,True
0.08,-2.39,4.97,0.19,True
0.08,-1.81,4.11,-0.86,True
4.69,-1.63,3.07,-3.08,True
4.69,-1.63,3.07,-3.08,True
4.69,-1.63,3.07,-3.08,True
4.69,-1.63,3.07,-3.08,True
4.69,-1.63,3.07,-3.08,True
0.08,-1.81,4.11,-0.86,True
8.21,0.41,5.26,-4.24,True
2.93,-1.83,3.99,-1.62,True
1.18,-2.73,13.58,3.41,True
1.18,-2.73,13.58,3.41,True
1.18,-2.73,13.58,3.41,True
1.18,-2.73,13.58,3.41,True
9.85,-1.6,9.5,0.08,True
5.82,-4.27,6.44,-2.04,True
1.04,-5.34,7.21,3.86,True
1.04,-5.34,7.21,3.86,True
1.04,-5.34,7.21,3.86,True
1.04,-5.34,7.21,3.86,True
1.04,-5.34,7.21,3.86,True
1.04,-5.34,7.21,3.86,True
1.01,-5.06,6.24,2.39,True
1.01,-5.06,6.24,2.39,True
1.01,-5.06,6.24,2.39,True
0.08,-1.81,4.11,-0.86,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
0.09,-2.13,10.45,-1.24,True
9.87,-2.96,17.63,3.24,True
0.09,-2.13,10.45,-1.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
0.09,-2.13,10.45,-1.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
0.09,-2.13,10.45,-1.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
9.87,-2.96,17.63,3.24,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
4.79,-1.89,4.39,-0.62,True
4.79,-1.89,4.39,-0.62,True
4.95,-1.87,4.37,-0.62,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
4.46,-0.26,1.02,2.34,True
10.05,-0.29,6.62,3.78,True
10.05,-0.29,6.62,3.78,True
0.28,-2.12,10.46,-1.24,True
10.86,-2.7,16.83,6.19,True
10.66,-2.97,17.64,3.24,True
12.17,-2.7,16.84,6.19,True
11.61,-2.7,16.83,6.19,True
11.98,-2.7,16.84,6.19,True
1.38,-4.3,13.36,1.09,True
0.09,-2.13,10.45,-1.24,True
0.09,-2.13,10.45,-1.24,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
5.32,-2.76,14.76,2.04,True
5.32,-2.76,14.76,2.04,True
5.6,-2.76,14.68,2.16,True
5.92,-2.76,11.5,0.98,True
5.6,-2.76,14.68,2.16,True
5.6,-2.76,14.68,2.16,True
5.6,-2.76,14.68,2.16,True
5.6,-2.76,14.68,2.16,True
5.6,-2.76,14.68,2.16,True
5.6,-2.76,14.68,2.16,True
5.21,-2.76,14.58,2.16,True
5.02,-2.76,14.53,2.16,True
0.3,-3.0,11.36,-0.93,True
0.3,-3.0,11.36,-0.93,True
8.21,0.41,5.26,-4.24,True
8.21,0.41,5.26,-4.24,True
8.21,0.41,5.26,-4.24,True
8.21,0.41,5.26,-4.24,True
8.21,0.41,5.26,-4.24,True
8.21,0.41,5.26,-4.24,True
8.21,0.41,5.26,-4.24,True
7.7,-2.28,12.23,1.17,True
7.7,-2.28,12.23,1.17,True
7.7,-2.28,12.23,1.17,True
7.7,-2.28,12.23,1.17,True
7.7,-2.28,12.23,1.17,True
7.7,-2.28,12.23,1.17,True
7.7,-2.28,12.23,1.17,True
7.7,-2.28,12.23,1.17,True
5.63,-2.95,13.07,0.27,True
0.1,-0.1,2.04,4.59,True
0.1,-0.1,2.04,4.59,True
0.1,-0.1,2.04,4.59,True
10.07,-2.96,17.63,3.24,True
10.07,-2.96,17.63,3.24,True
10.07,-2.96,17.63,3.24,True
10.07,-2.96,17.63,3.24,True
0.08,-2.39,4.97,0.19,True
0.7,-3.01,11.48,-0.93,True
0.7,-3.01,11.48,-0.93,True
0.7,-3.01,11.48,-0.93,True
0.7,-3.01,11.48,-0.93,True
1.09,-2.89,11.65,0.31,True
0.09,-2.72,4.98,0.17,True
0.09,-2.72,4.98,0.17,True
0.09,-2.72,4.98,0.17,True
4.78,-2.32,4.02,-4.45,True
4.45,-2.32,4.2,-4.17,True
4.1,-2.31,4.12,-4.17,True
4.27,-2.32,4.16,-4.17,True
4.27,-2.32,4.16,-4.17,True
6.86,-3.93,8.79,-5.04,True
0.09,-4.07,8.51,-4.43,True
1.04,-5.34,7.21,3.86,True
1.04,-5.34,7.21,3.86,True
0.08,-1.81,4.11,-0.86,True
2.97,-2.44,14.13,2.21,True
2.97,-2.44,14.13,2.21,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
3.67,-2.19,9.3,-1.94,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
1.09,-2.89,11.65,0.31,True
1.09,-2.89,11.65,0.31,True
8.46,-0.07,5.05,-0.95,True
4.61,-2.32,3.95,-4.45,True
5.18,-3.96,9.28,-5.18,True
6.52,-3.94,8.97,-4.92,True
6.52,-3.94,8.97,-4.92,True
4.64,-2.25,8.53,-2.48,True
4.26,-1.94,4.42,-0.82,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
11.42,-2.7,16.83,6.19,True
2.24,-2.44,6.38,-3.21,True
4.31,-2.33,3.99,-4.58,True
6.29,-2.77,4.02,-9.48,True
6.29,-2.77,4.02,-9.48,True
6.29,-2.77,4.02,-9.48,True
6.29,-2.77,4.02,-9.48,True
6.29,-2.77,4.02,-9.48,True
6.29,-2.77,4.02,-9.48,True
1.04,-5.34,7.21,3.86,True
0.09,-2.82,10.52,0.21,True
7.56,0.0,1.79,2.14,True
0.1,-0.1,2.04,4.59,True
0.1,-0.1,2.04,4.59,True
6.7,-1.62,9.69,0.08,True
6.7,-1.62,9.69,0.08,True
6.7,-1.62,9.69,0.08,True
0.1,-0.1,2.04,4.59,True
0.1,-0.1,2.04,4.59,True
0.1,-0.1,2.04,4.59,True
11.61,-2.7,16.83,6.19,True
0.47,-2.11,10.48,-1.24,True
11.42,-2.7,16.83,6.19,True
0.09,-2.13,10.45,-1.24,True
5.33,-2.31,3.72,-2.48,True
5.33,-2.31,3.72,-2.48,True
5.33,-2.31,3.72,-2.48,True
5.33,-2.31,3.72,-2.48,True
5.33,-2.31,3.72,-2.48,True
5.33,-2.31,3.72,-2.48,True
5.33,-2.31,3.72,-2.48,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.09,-4.95,6.12,2.39,True
0.1,-0.1,2.04,4.59,True
11.17,0.16,5.04,-1.06,True
0.1,-1.59,2.29,-3.43,True
11.61,-0.52,7.12,3.24,True
6.52,-3.94,8.97,-4.92,True
2.14,-4.12,4.2,0.45,True
0.08,-2.39,4.97,0.19,True
0.08,-2.39,4.97,0.19,True
0.08,-2.39,4.97,0.19,True
0.08,-2.39,4.97,0.19,True
0.08,-2.39,4.97,0.19,True
0.08,-2.39,4.97,0.19,True
0.08,-2.39,4.97,0.19,True
0.08,-2.39,4.97,0.19,True
0.08,-2.39,4.97,0.19,True
0.08,-2.39,4.97,0.19,True
0.08,-2.39,4.97,0.19,True
0.08,-2.39,4.97,0.19,True
0.08,-2.39,4.97,0.19,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.79,-3.98,11.6,-1.44,True
1.61,-3.96,11.69,-1.14,True
1.97,-3.98,11.54,-1.44,True
1.97,-3.98,11.54,-1.44,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.97,-3.98,11.54,-1.44,True
1.97,-3.98,11.54,-1.44,True
1.97,-3.98,11.54,-1.44,True
1.97,-3.98,11.54,-1.44,True
1.97,-3.98,11.54,-1.44,True
1.97,-3.98,11.54,-1.44,True
1.97,-3.98,11.54,-1.44,True
1.97,-3.98,11.54,-1.44,True
1.97,-3.98,11.54,-1.44,True
1.97,-3.98,11.54,-1.44,True
1.97,-3.98,11.54,-1.44,True
1.61,-3.96,11.69,-1.14,True
2.15,-3.98,11.48,-1.44,True
2.15,-3.98,11.48,-1.44,True
2.15,-3.98,11.48,-1.44,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
1.61,-3.96,11.69,-1.14,True
3.18,-2.01,4.41,-1.37,True
3.18,-2.01,4.41,-1.37,True
3.18,-2.01,4.41,-1.37,True
3.18,-2.01,4.41,-1.37,True
3.18,-2.01,4.41,-1.37,True
3.84,-2.08,6.11,-6.37,True
6.52,-3.94,8.97,-4.92,True
6.52,-3.94,8.97,-4.92,True
6.52,-3.94,8.97,-4.92,True
6.52,-3.94,8.97,-4.92,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
6.52,-3.94,8.97,-4.92,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
6.52,-3.94,8.97,-4.92,True
3.84,-2.08,6.11,-6.37,True
6.52,-3.94,8.97,-4.92,True
6.52,-3.94,8.97,-4.92,True
9.23,-0.03,5.05,-0.95,True
6.52,-3.94,8.97,-4.92,True
9.23,-0.03,5.05,-0.95,True
3.84,-2.08,6.11,-6.37,True
6.52,-3.94,8.97,-4.92,True
6.52,-3.94,8.97,-4.92,True
6.52,-3.94,8.97,-4.92,True
6.52,-3.94,8.97,-4.92,True
9.23,-0.03,5.05,-0.95,True
9.23,-0.03,5.05,-0.95,True
9.23,-0.03,5.05,-0.95,True
9.23,-0.03,5.05,-0.95,True
9.23,-0.03,5.05,-0.95,True
3.84,-2.08,6.11,-6.37,True
6.52,-3.94,8.97,-4.92,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
6.52,-3.94,8.97,-4.92,True
6.52,-3.94,8.97,-4.92,True
6.52,-3.94,8.97,-4.92,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
6.4,-3.95,9.01,-4.92,True
3.84,-2.08,6.11,-6.37,True
6.4,-3.95,9.01,-4.92,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
6.52,-3.94,8.97,-4.92,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
3.84,-2.08,6.11,-6.37,True
6.52,-3.94,8.97,-4.92,True
4.26,-1.94,4.42,-0.82,True
9.23,-0.03,5.05,-0.95,True
6.52,-3.94,8.97,-4.92,True
6.4,-3.95,9.01,-4.92,True
6.4,-3.95,9.01,-4.92,True
6.52,-3.94,8.97,-4.92,True
6.52,-3.94,8.97,-4.92,True
9.23,-0.03,5.05,-0.95,True
9.23,-0.03,5.05,-0.95,True
6.52,-3.94,8.97,-4.92,True
6.52,-3.94,8.97,-4.92,True
5.33,-2.31,3.72,-2.48,True
4.27,-2.32,4.16,-4.17,True
5.49,-2.38,14.79,2.17,True
5.49,-2.38,14.79,2.17,True
6.82,-2.96,13.43,0.27,True
0.08,-2.39,4.97,0.19,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
1.23,-2.08,10.53,-1.24,True
6.5,-1.62,9.7,0.08,True
0.0,-1.9,9.0,1.85,True
0.0,-1.9,9.0,1.85,True
0.0,-1.9,9.0,1.85,True
0.0,-1.9,9.0,1.85,True
0.0,-1.9,9.0,1.85,True
0.0,-1.9,9.0,1.85,True
0.0,-1.9,9.0,1.85,True
0.08,-2.39,4.97,0.19,True
4.63,-1.91,4.41,-0.62,True
4.95,-1.87,4.37,-0.62,True
4.63,-1.91,4.41,-0.62,True
6.12,-1.79,3.87,-2.2,True
7.33,-3.91,8.52,-5.21,True
7.33,-3.91,8.52,-5.21,True
7.33,-3.91,8.52,-5.21,True
6.11,-2.76,14.97,2.04,True
4.34,-0.25,5.73,3.78,True
3.37,-0.33,5.69,3.59,True
9.65,-0.29,6.56,3.78,True
0.08,-1.81,4.11,-0.86,True
5.47,-1.81,4.3,-0.64,True
5.47,-1.81,4.3,-0.64,True
5.47,-1.81,4.3,-0.64,True
5.47,-1.81,4.3,-0.64,True
5.47,-1.81,4.3,-0.64,True
10.99,0.17,5.04,-1.06,True
10.99,0.17,5.04,-1.06,True
11.17,0.16,5.04,-1.06,True
0.1,-0.1,2.04,4.59,True
0.1,-0.1,2.04,4.59,True
0.1,-0.1,2.04,4.59,True
5.33,-2.31,3.72,-2.48,True
5.33,-2.31,3.72,-2.48,True
5.33,-2.31,3.72,-2.48,True
4.44,-2.93,12.7,0.31,True
4.26,-1.94,4.42,-0.82,True
8.21,0.41,5.26,-4.24,True
6.62,-2.96,13.37,0.27,True
6.62,-2.96,13.37,0.27,True
6.62,-2.96,13.37,0.27,True
6.62,-2.96,13.37,0.27,True
6.62,-2.96,13.37,0.27,True
6.62,-2.96,13.37,0.27,True
6.62,-2.96,13.37,0.27,True
6.62,-2.96,13.37,0.27,True
6.22,-2.96,13.25,0.27,True
5.33,-2.31,3.72,-2.48,True
3.57,-2.42,4.55,-0.76,True
4.69,-1.63,3.07,-3.08,True
4.69,-1.63,3.07,-3.08,True
3.57,-2.3,3.99,-4.17,True
0.08,-2.39,4.97,0.19,True
0.08,-1.81,4.11,-0.86,True
8.21,0.41,5.26,-4.24,True
8.21,0.41,5.26,-4.24,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
0.08,-1.81,4.11,-0.86,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
8.35,0.0,2.22,1.68,True
